payment_id,amount,retry_count,successful_payments,failed_payments,lifetime_value,subscription_active,previous_failures,failure_reason,recovered
pay_test_456,35700,4,1,2,198193,0,0,expired_card,0
pay_test_457,54762,4,7,8,16986,1,4,network_error,0
pay_test_458,90555,3,18,3,125849,1,0,network_error,1
pay_test_459,66311,4,16,9,178611,0,0,network_error,0
pay_test_460,22410,1,6,2,12187,1,0,network_error,1
pay_test_461,82711,1,19,4,84820,0,0,network_error,1
pay_test_462,52582,4,10,4,137233,1,0,bank_error,1
pay_test_463,68993,3,3,6,40227,0,4,bank_error,0
pay_test_464,99902,0,3,9,27474,1,4,expired_card,0
pay_test_465,35120,3,20,7,150952,1,0,card_declined,0
pay_test_466,53318,1,19,9,179471,1,0,network_error,1
pay_test_467,91007,1,1,7,71407,1,0,expired_card,0
pay_test_468,41256,2,15,10,26747,0,1,expired_card,0
pay_test_469,42556,2,13,9,170228,0,1,network_error,0
pay_test_470,53868,5,15,8,99018,0,4,card_declined,0
pay_test_471,41279,5,16,6,36559,0,1,card_declined,0
pay_test_472,8053,1,1,7,14253,1,5,card_declined,0
pay_test_473,48780,3,16,6,167568,0,5,insufficient_funds,0
pay_test_474,49319,3,19,7,47552,1,4,bank_error,0
pay_test_475,45621,1,8,1,75729,0,3,insufficient_funds,1
pay_test_476,75507,1,7,10,60011,0,2,network_error,0
pay_test_477,3128,5,0,7,35685,0,4,insufficient_funds,0
pay_test_478,33581,4,9,10,73188,1,3,expired_card,0
pay_test_479,33529,1,14,4,178522,1,4,insufficient_funds,1
pay_test_480,67545,5,11,8,170696,1,2,insufficient_funds,0
pay_test_481,8867,2,8,10,86232,1,2,expired_card,0
pay_test_482,20151,4,7,0,158295,1,5,expired_card,0
pay_test_483,95040,0,20,7,78490,1,3,network_error,1
pay_test_484,97064,0,18,9,50785,1,5,card_declined,1
pay_test_485,84165,3,11,8,79694,0,5,bank_error,0
pay_test_486,39006,0,15,2,195227,1,5,bank_error,1
pay_test_487,89591,2,20,1,59262,1,1,expired_card,1
pay_test_488,43926,2,8,9,78083,1,0,network_error,1
pay_test_489,83651,4,18,9,19668,1,1,bank_error,0
pay_test_490,89720,3,16,4,109293,0,1,card_declined,0
pay_test_491,45414,3,18,7,38545,1,5,card_declined,0
pay_test_492,64408,2,20,2,83159,0,0,network_error,1
pay_test_493,27944,1,18,2,129339,0,1,bank_error,1
pay_test_494,83532,3,12,6,126147,1,0,insufficient_funds,1
pay_test_495,26637,5,11,0,85466,0,0,insufficient_funds,1
pay_test_496,96654,1,7,5,82813,0,0,network_error,1
pay_test_497,77658,2,5,1,12984,1,2,network_error,1
pay_test_498,78667,4,10,6,181035,0,2,network_error,0
pay_test_499,98819,1,5,6,6013,0,1,card_declined,0
pay_test_500,96716,0,18,8,45298,0,2,insufficient_funds,0
pay_test_501,84428,2,17,9,13736,0,5,insufficient_funds,0
pay_test_502,3087,0,3,6,117474,1,0,bank_error,1
pay_test_503,62680,5,4,3,183240,0,2,network_error,0
pay_test_504,87332,4,8,9,159763,0,3,insufficient_funds,0
pay_test_505,94710,4,3,4,30887,0,3,card_declined,0
pay_test_506,26681,2,16,3,94827,1,2,card_declined,1
pay_test_507,72345,3,6,7,87665,0,0,insufficient_funds,0
pay_test_508,14974,4,15,2,24614,0,5,insufficient_funds,0
pay_test_509,84954,1,14,4,70238,1,0,insufficient_funds,1
pay_test_510,5670,2,11,10,82974,1,5,insufficient_funds,0
pay_test_511,99879,0,0,2,174894,0,2,expired_card,0
pay_test_512,82001,2,2,5,90842,0,0,network_error,0
pay_test_513,60339,2,12,7,111556,0,0,card_declined,0
pay_test_514,21392,0,13,9,127530,1,1,bank_error,1
pay_test_515,47502,4,0,10,191651,0,3,network_error,0
pay_test_516,54407,3,1,1,69580,1,0,bank_error,1
pay_test_517,95366,4,7,10,89683,0,3,card_declined,0
pay_test_518,45818,5,20,6,39968,0,0,card_declined,0
pay_test_519,62010,3,5,1,197982,1,2,card_declined,1
pay_test_520,36958,0,16,3,145309,1,3,card_declined,1
pay_test_521,60674,3,18,7,24073,1,3,expired_card,0
pay_test_522,65691,5,20,0,27907,1,3,insufficient_funds,1
pay_test_523,72471,0,2,9,163284,1,4,bank_error,0
pay_test_524,86299,5,14,5,96248,0,1,network_error,0
pay_test_525,73920,4,19,7,188867,1,5,network_error,0
pay_test_526,13271,5,7,0,90484,1,5,expired_card,0
pay_test_527,68917,2,3,0,44032,1,1,network_error,0
pay_test_528,33830,4,6,3,32652,1,1,network_error,0
pay_test_529,94450,2,3,6,13189,0,3,network_error,0
pay_test_530,66586,1,15,0,140031,0,4,network_error,1
pay_test_531,63798,4,5,9,46521,0,0,network_error,0
pay_test_532,79950,2,16,6,110750,0,2,network_error,1
pay_test_533,39057,3,4,2,109198,1,5,bank_error,1
pay_test_534,93806,5,17,10,57975,0,1,bank_error,0
pay_test_535,90495,2,4,10,47612,1,5,insufficient_funds,0
pay_test_536,74199,3,18,9,175891,1,5,bank_error,0
pay_test_537,55863,0,16,1,7624,1,1,insufficient_funds,1
pay_test_538,26701,2,5,4,180146,1,1,insufficient_funds,1
pay_test_539,27238,4,1,5,119644,0,4,bank_error,0
pay_test_540,97809,5,17,6,63284,1,5,insufficient_funds,0
pay_test_541,51297,3,10,8,15103,0,5,expired_card,0
pay_test_542,81838,3,7,10,185714,1,4,bank_error,0
pay_test_543,26251,5,6,4,118654,0,5,insufficient_funds,0
pay_test_544,23279,5,16,1,99880,0,3,expired_card,0
pay_test_545,35134,1,5,9,67850,0,2,network_error,0
pay_test_546,5735,1,10,9,14331,1,3,bank_error,0
pay_test_547,47434,0,10,8,58661,0,4,insufficient_funds,0
pay_test_548,21389,3,17,8,106753,0,2,card_declined,0
pay_test_549,87444,2,10,5,77958,0,4,bank_error,0
pay_test_550,74075,5,0,1,176358,1,3,card_declined,0
pay_test_551,80939,4,7,0,179926,1,3,insufficient_funds,1
pay_test_552,34131,4,9,0,136493,1,4,bank_error,0
pay_test_553,64306,0,9,10,51465,1,4,insufficient_funds,1
pay_test_554,22440,4,17,0,165346,0,1,card_declined,0
pay_test_555,14121,1,17,6,170492,0,5,card_declined,0
pay_test_556,60691,5,10,0,23943,0,0,card_declined,0
pay_test_557,73649,0,18,3,68803,1,3,network_error,1
pay_test_558,53511,3,10,0,103105,0,4,insufficient_funds,1
pay_test_559,94909,4,2,9,12931,0,2,bank_error,0
pay_test_560,38489,5,9,9,23676,1,3,network_error,0
pay_test_561,87102,0,15,2,140845,0,1,network_error,1
pay_test_562,39163,5,4,4,178547,1,0,bank_error,0
pay_test_563,19030,0,1,0,151134,1,4,bank_error,0
pay_test_564,40436,1,11,3,109174,0,1,card_declined,0
pay_test_565,81356,2,6,1,48541,0,4,network_error,0
pay_test_566,72545,0,9,10,18658,1,0,card_declined,1
pay_test_567,64357,2,11,2,176976,0,0,expired_card,1
pay_test_568,9649,1,10,7,119134,1,4,expired_card,0
pay_test_569,20474,4,18,5,83924,1,1,insufficient_funds,1
pay_test_570,32766,1,20,6,73529,1,1,expired_card,1
pay_test_571,61166,3,11,4,128656,0,1,bank_error,0
pay_test_572,37280,1,17,3,70005,0,5,insufficient_funds,0
pay_test_573,66976,5,0,9,152755,1,4,card_declined,0
pay_test_574,72798,2,17,8,124759,0,2,network_error,0
pay_test_575,77780,5,9,2,122818,0,3,expired_card,0
pay_test_576,1888,5,7,9,180348,0,4,card_declined,0
pay_test_577,21369,1,18,9,173861,0,5,network_error,0
pay_test_578,5797,1,15,3,17478,1,2,card_declined,0
pay_test_579,88132,1,16,5,102736,1,3,insufficient_funds,1
pay_test_580,85503,2,3,8,167085,1,5,expired_card,0
pay_test_581,71849,4,5,6,172357,1,2,bank_error,0
pay_test_582,10702,4,8,6,59431,1,2,expired_card,0
pay_test_583,63691,4,0,8,37429,1,1,card_declined,0
pay_test_584,67941,5,8,3,40384,0,1,expired_card,0
pay_test_585,94518,0,7,6,87566,0,3,network_error,1
pay_test_586,28117,4,5,10,108714,0,1,insufficient_funds,0
pay_test_587,75668,4,5,2,166030,0,4,card_declined,0
pay_test_588,22302,2,5,8,107287,0,5,expired_card,0
pay_test_589,28889,3,19,7,127266,0,1,network_error,0
pay_test_590,19205,4,5,9,173922,1,1,expired_card,0
pay_test_591,78688,4,2,3,100145,1,1,insufficient_funds,0
pay_test_592,27022,4,16,10,111046,0,4,insufficient_funds,0
pay_test_593,62873,4,19,0,140311,0,0,network_error,0
pay_test_594,79598,4,0,10,171192,1,4,network_error,0
pay_test_595,6193,5,16,6,61158,1,3,expired_card,0
pay_test_596,97675,5,18,1,112539,0,2,network_error,0
pay_test_597,11486,2,19,8,108124,1,1,insufficient_funds,1
pay_test_598,76257,4,3,8,2885,1,5,card_declined,0
pay_test_599,54088,2,3,2,112692,1,2,bank_error,1
pay_test_600,74512,2,19,4,179416,1,1,network_error,1
pay_test_601,73580,3,5,5,147563,1,2,expired_card,1
pay_test_602,45635,5,12,2,173827,0,5,card_declined,0
pay_test_603,92160,1,3,3,134259,1,2,bank_error,0
pay_test_604,91864,5,1,2,103001,0,0,card_declined,0
pay_test_605,79175,3,2,1,69967,0,2,insufficient_funds,1
pay_test_606,5448,5,12,6,161947,1,5,bank_error,0
pay_test_607,23473,5,15,7,3807,0,5,bank_error,0
pay_test_608,26025,0,19,8,136217,0,4,card_declined,0
pay_test_609,47651,1,20,0,42273,0,2,network_error,1
pay_test_610,88273,3,12,9,53510,0,5,insufficient_funds,0
pay_test_611,72536,2,17,9,92251,1,2,card_declined,1
pay_test_612,25996,3,12,9,2219,1,1,network_error,1
pay_test_613,14454,4,2,8,78136,1,0,bank_error,0
pay_test_614,71004,4,8,7,99849,1,1,expired_card,0
pay_test_615,89837,3,18,0,127345,0,2,insufficient_funds,1
pay_test_616,83555,1,7,5,109114,1,4,bank_error,0
pay_test_617,92357,2,7,4,25381,1,5,expired_card,0
pay_test_618,73186,1,15,5,93677,0,4,expired_card,0
pay_test_619,98300,5,6,7,194229,0,1,card_declined,0
pay_test_620,27602,1,6,3,163161,1,1,insufficient_funds,1
pay_test_621,10787,5,15,9,2736,0,3,expired_card,0
pay_test_622,41842,3,18,4,129661,0,4,expired_card,0
pay_test_623,29610,4,4,0,138818,1,3,bank_error,0
pay_test_624,66360,2,12,10,46822,1,0,bank_error,0
pay_test_625,41873,5,0,0,177712,0,3,bank_error,0
pay_test_626,43155,2,19,4,50060,1,1,expired_card,1
pay_test_627,80858,2,11,2,131749,1,1,network_error,1
pay_test_628,48351,3,8,7,48156,0,4,card_declined,0
pay_test_629,94978,2,7,8,114303,1,1,card_declined,0
pay_test_630,62495,0,5,6,131966,0,5,bank_error,0
pay_test_631,94945,2,15,4,66791,0,3,insufficient_funds,1
pay_test_632,8369,1,8,7,166114,0,3,expired_card,0
pay_test_633,47812,2,17,8,68558,1,0,network_error,1
pay_test_634,46518,5,19,3,152218,0,2,expired_card,0
pay_test_635,88736,4,15,7,21554,1,4,expired_card,0
pay_test_636,83299,1,5,10,89444,1,5,bank_error,0
pay_test_637,53554,0,2,2,91079,0,2,expired_card,1
pay_test_638,38688,5,8,9,169989,1,2,network_error,0
pay_test_639,98528,4,16,7,109524,0,1,insufficient_funds,0
pay_test_640,95890,1,8,1,56200,0,3,insufficient_funds,1
pay_test_641,8861,3,17,0,7911,1,4,insufficient_funds,1
pay_test_642,34900,4,4,1,172660,1,2,card_declined,0
pay_test_643,97177,2,14,10,34138,0,4,card_declined,0
pay_test_644,5107,5,11,5,125821,1,4,expired_card,0
pay_test_645,58806,1,17,2,155882,1,5,bank_error,1
pay_test_646,69110,5,20,8,82175,1,3,bank_error,0
pay_test_647,12238,3,9,5,109056,1,1,expired_card,1
pay_test_648,512,4,4,5,76173,1,4,insufficient_funds,0
pay_test_649,99521,3,9,0,113836,1,4,card_declined,1
pay_test_650,72355,2,6,6,147945,1,3,card_declined,0
pay_test_651,94208,5,20,6,100184,0,2,insufficient_funds,0
pay_test_652,82462,1,16,9,182908,1,2,bank_error,0
pay_test_653,54620,1,2,2,36815,1,0,network_error,1
pay_test_654,59845,2,19,7,50227,1,0,card_declined,0
pay_test_655,70619,0,5,1,74954,1,1,network_error,1
pay_test_656,31014,0,4,0,130388,0,2,network_error,1
pay_test_657,65825,2,14,0,87572,0,1,insufficient_funds,1
pay_test_658,51935,0,17,7,48606,0,2,network_error,0
pay_test_659,16485,5,7,6,117119,0,5,insufficient_funds,0
pay_test_660,60902,5,3,8,175589,0,3,network_error,0
pay_test_661,42844,1,20,0,196225,0,2,network_error,1
pay_test_662,39666,1,11,0,175770,0,0,card_declined,1
pay_test_663,57406,2,0,2,73377,0,3,card_declined,0
pay_test_664,6004,4,15,9,41630,1,0,card_declined,0
pay_test_665,66025,0,19,5,164874,0,0,expired_card,1
pay_test_666,20674,5,17,1,33984,1,1,expired_card,0
pay_test_667,84995,2,14,3,6597,1,2,card_declined,0
pay_test_668,5675,3,14,8,78257,1,1,bank_error,0
pay_test_669,71753,2,10,7,73174,0,0,bank_error,0
pay_test_670,59401,2,8,8,97236,1,0,bank_error,1
pay_test_671,96661,1,0,9,96440,0,2,insufficient_funds,0
pay_test_672,51289,1,16,10,131429,0,4,expired_card,0
pay_test_673,54213,5,10,1,26233,0,0,card_declined,0
pay_test_674,4599,1,3,7,51231,0,0,bank_error,0
pay_test_675,51434,5,15,8,164570,1,0,expired_card,0
pay_test_676,79923,5,2,0,55719,1,0,network_error,1
pay_test_677,8456,2,17,6,97749,0,4,expired_card,0
pay_test_678,5828,5,2,4,21430,0,4,insufficient_funds,0
pay_test_679,95549,1,17,6,50665,0,4,card_declined,0
pay_test_680,82462,1,17,8,109838,0,5,bank_error,0
pay_test_681,88907,3,13,1,44728,0,4,network_error,0
pay_test_682,44738,5,5,8,158264,1,2,expired_card,0
pay_test_683,43053,2,13,10,113876,1,4,card_declined,0
pay_test_684,72016,1,12,8,196186,1,2,network_error,1
pay_test_685,52547,0,1,4,157175,0,4,card_declined,0
pay_test_686,1360,2,7,3,83550,0,5,expired_card,0
pay_test_687,67513,4,18,9,41557,0,0,network_error,0
pay_test_688,20961,1,8,5,153608,0,1,expired_card,0
pay_test_689,12546,4,12,9,57999,0,5,expired_card,0
pay_test_690,23162,3,18,1,157036,1,0,bank_error,1
pay_test_691,10786,0,10,5,114850,1,0,card_declined,1
pay_test_692,79444,0,20,10,101266,0,2,bank_error,0
pay_test_693,42353,4,18,2,86676,0,1,insufficient_funds,1
pay_test_694,58907,4,18,8,24614,0,3,expired_card,0
pay_test_695,19900,1,10,1,125742,0,4,network_error,1
pay_test_696,11651,3,16,6,183942,0,1,network_error,1
pay_test_697,26466,3,12,10,150770,0,4,bank_error,0
pay_test_698,32775,1,2,4,113739,1,5,bank_error,0
pay_test_699,15249,5,13,6,96752,1,1,expired_card,0
pay_test_700,78340,5,0,4,45369,1,4,network_error,0
pay_test_701,19612,3,1,3,53346,1,1,insufficient_funds,0
pay_test_702,97438,0,7,9,39712,1,0,expired_card,0
pay_test_703,40492,3,15,0,87999,0,5,bank_error,0
pay_test_704,27212,4,16,4,144864,1,4,card_declined,0
pay_test_705,49862,4,16,0,67966,0,0,expired_card,0
pay_test_706,91795,4,8,0,122886,0,0,network_error,0
pay_test_707,87398,5,11,1,6001,1,5,network_error,0
pay_test_708,50399,4,3,5,128051,0,1,card_declined,0
pay_test_709,60529,4,0,0,65852,1,2,network_error,0
pay_test_710,98068,1,0,5,180388,1,2,expired_card,0
pay_test_711,66200,2,1,10,68549,1,0,bank_error,0
pay_test_712,30067,1,10,6,173210,0,0,network_error,1
pay_test_713,89366,4,20,10,60618,1,1,bank_error,0
pay_test_714,56397,2,19,5,118747,0,1,card_declined,0
pay_test_715,71456,5,6,2,82002,0,3,card_declined,0
pay_test_716,74535,1,10,1,147103,0,1,expired_card,0
pay_test_717,95799,0,10,6,108807,1,3,expired_card,1
pay_test_718,25132,0,4,2,7867,1,4,bank_error,1
pay_test_719,30766,4,7,3,181191,0,2,insufficient_funds,0
pay_test_720,18075,4,19,7,187651,1,1,network_error,0
pay_test_721,62608,1,5,3,60316,0,3,insufficient_funds,0
pay_test_722,54638,1,6,3,18337,0,3,bank_error,0
pay_test_723,90659,2,14,3,113081,1,0,bank_error,1
pay_test_724,94898,2,12,9,195633,0,4,insufficient_funds,0
pay_test_725,60386,0,7,8,141999,1,5,insufficient_funds,1
pay_test_726,51277,4,20,0,50768,1,3,network_error,1
pay_test_727,37975,3,5,6,78180,0,5,bank_error,0
pay_test_728,61262,5,14,1,190437,0,1,bank_error,0
pay_test_729,18234,3,13,5,119197,0,1,network_error,1
pay_test_730,93906,1,14,1,66557,1,5,card_declined,1
pay_test_731,12452,0,14,10,96143,0,4,network_error,0
pay_test_732,80725,1,12,8,100773,0,1,expired_card,0
pay_test_733,86945,1,5,2,47888,0,3,expired_card,0
pay_test_734,96203,3,9,10,48368,0,1,card_declined,0
pay_test_735,82100,2,0,7,131450,1,4,insufficient_funds,0
pay_test_736,65179,1,6,9,173876,1,3,network_error,1
pay_test_737,10907,4,19,0,65150,1,4,bank_error,0
pay_test_738,6911,1,4,0,172252,1,0,card_declined,1
pay_test_739,87924,4,19,4,87798,0,0,insufficient_funds,0
pay_test_740,23863,1,9,9,174257,0,3,bank_error,0
pay_test_741,5197,0,9,5,97618,1,0,network_error,1
pay_test_742,9009,2,15,2,32987,1,2,bank_error,1
pay_test_743,69266,1,6,9,16252,0,4,bank_error,0
pay_test_744,63894,5,19,4,112949,1,2,bank_error,1
pay_test_745,82189,2,4,9,148491,1,4,network_error,0
pay_test_746,24080,4,7,4,51739,0,0,insufficient_funds,0
pay_test_747,82480,0,6,9,109693,1,0,expired_card,1
pay_test_748,73954,5,6,0,168934,0,5,expired_card,0
pay_test_749,9391,2,9,8,145177,1,0,insufficient_funds,1
pay_test_750,45242,3,18,9,8632,0,1,expired_card,0
pay_test_751,88642,3,15,0,170253,0,3,card_declined,1
pay_test_752,60874,4,10,7,109515,0,4,expired_card,0
pay_test_753,95522,5,10,8,141479,0,1,bank_error,0
pay_test_754,46846,0,4,4,9171,1,3,bank_error,1
pay_test_755,75339,4,12,2,157025,0,2,expired_card,0
pay_test_756,36085,3,2,7,63296,1,3,expired_card,0
pay_test_757,69325,2,5,1,99098,0,1,insufficient_funds,1
pay_test_758,66821,0,15,8,41390,0,2,network_error,0
pay_test_759,41179,2,4,1,136304,0,1,insufficient_funds,1
pay_test_760,51301,5,16,1,2077,1,0,bank_error,0
pay_test_761,44184,3,1,1,137466,1,0,bank_error,1
pay_test_762,84235,1,10,3,51474,1,2,bank_error,1
pay_test_763,58317,5,3,4,40143,0,2,insufficient_funds,0
pay_test_764,82150,4,16,1,55153,1,4,expired_card,0
pay_test_765,19054,5,9,9,65179,0,0,expired_card,0
pay_test_766,44899,4,14,0,35098,0,3,insufficient_funds,0
pay_test_767,50779,0,2,6,103738,0,5,bank_error,0
pay_test_768,83005,5,14,9,94224,1,2,card_declined,0
pay_test_769,10795,3,18,2,25357,1,0,network_error,1
pay_test_770,90215,5,14,7,61737,0,1,bank_error,0
pay_test_771,48138,3,5,10,87593,1,3,network_error,0
pay_test_772,9067,3,3,5,126475,1,1,expired_card,0
pay_test_773,79725,4,4,8,27983,1,5,insufficient_funds,0
pay_test_774,73395,5,2,4,140656,1,3,bank_error,0
pay_test_775,31770,4,7,8,42686,1,3,insufficient_funds,0
pay_test_776,27794,5,18,6,115125,1,4,card_declined,0
pay_test_777,87349,5,2,9,128567,0,4,bank_error,0
pay_test_778,43147,4,3,7,47182,1,3,insufficient_funds,0
pay_test_779,14753,5,19,6,86828,1,5,insufficient_funds,0
pay_test_780,29022,1,18,10,1048,0,5,card_declined,0
pay_test_781,70132,2,12,9,152501,1,1,card_declined,0
pay_test_782,39786,4,9,6,189164,1,0,bank_error,0
pay_test_783,80649,4,12,2,78118,0,2,bank_error,0
pay_test_784,610,5,17,5,29756,1,0,card_declined,0
pay_test_785,92541,4,12,10,84395,1,3,network_error,0
pay_test_786,71949,1,5,7,37456,0,4,network_error,0
pay_test_787,55187,1,9,10,33911,0,0,insufficient_funds,0
pay_test_788,2558,1,15,10,115487,0,0,card_declined,0
pay_test_789,55007,3,19,6,164380,0,3,bank_error,0
pay_test_790,72858,3,12,5,60176,0,3,bank_error,0
pay_test_791,76251,3,7,8,71582,1,4,bank_error,0
pay_test_792,4885,0,18,7,185780,1,0,bank_error,1
pay_test_793,91004,0,4,8,197760,1,3,bank_error,0
pay_test_794,69097,4,2,3,124850,0,5,bank_error,0
pay_test_795,41459,4,1,5,141255,0,3,network_error,0
pay_test_796,62003,4,10,6,93514,1,2,card_declined,0
pay_test_797,91601,4,9,9,69273,0,5,network_error,0
pay_test_798,22661,4,1,10,77481,0,2,network_error,0
pay_test_799,17122,4,2,4,67073,0,4,expired_card,0
pay_test_800,34179,0,3,9,46773,0,5,network_error,0
pay_test_801,23489,2,7,7,48398,0,2,insufficient_funds,0
pay_test_802,78559,1,15,6,101444,0,5,network_error,1
pay_test_803,22426,1,18,5,15241,1,0,insufficient_funds,1
pay_test_804,61319,3,15,4,125850,0,3,network_error,1
pay_test_805,34922,1,16,6,4109,1,3,network_error,1
pay_test_806,70001,5,1,1,140275,1,3,bank_error,0
pay_test_807,36228,2,8,4,26762,1,5,bank_error,0
pay_test_808,60938,5,7,10,155330,0,4,expired_card,0
pay_test_809,41560,4,0,10,3221,0,0,network_error,0
pay_test_810,69347,0,14,5,58518,1,2,card_declined,1
pay_test_811,3606,4,2,0,156749,0,4,insufficient_funds,0
pay_test_812,11822,4,4,6,173069,0,0,card_declined,0
pay_test_813,39109,3,2,10,119867,1,3,expired_card,0
pay_test_814,21729,0,8,0,101348,1,2,insufficient_funds,1
pay_test_815,35190,1,14,1,129901,0,4,network_error,1
pay_test_816,85104,3,3,2,142723,1,1,bank_error,1
pay_test_817,14426,3,8,1,10138,0,0,bank_error,0
pay_test_818,58942,0,15,2,172144,0,0,network_error,1
pay_test_819,20371,5,10,6,151638,0,4,network_error,0
pay_test_820,57654,3,2,8,60204,0,3,network_error,0
pay_test_821,74849,4,11,5,179739,1,3,insufficient_funds,1
pay_test_822,85313,0,11,8,90145,0,3,expired_card,1
pay_test_823,27123,1,17,0,101706,0,2,network_error,1
pay_test_824,83156,5,11,7,23246,1,5,card_declined,0
pay_test_825,5179,1,0,9,63517,1,3,insufficient_funds,0
pay_test_826,84832,2,15,8,118783,0,0,expired_card,0
pay_test_827,44765,5,1,6,31982,0,5,bank_error,0
pay_test_828,89377,4,4,9,62075,0,0,card_declined,0
pay_test_829,86199,0,15,9,13006,0,5,card_declined,0
pay_test_830,23077,5,1,4,26504,1,4,card_declined,0
pay_test_831,8883,0,3,7,156969,0,0,card_declined,0
pay_test_832,44716,5,12,5,32667,0,2,card_declined,0
pay_test_833,78236,1,10,1,32652,1,1,network_error,1
pay_test_834,91764,2,17,2,115992,0,4,insufficient_funds,0
pay_test_835,13602,5,19,6,42354,0,3,insufficient_funds,0
pay_test_836,1446,1,2,10,156642,1,3,network_error,0
pay_test_837,27521,1,20,4,138124,1,3,card_declined,1
pay_test_838,80524,5,1,9,48186,1,4,insufficient_funds,0
pay_test_839,39978,2,13,0,147200,0,1,insufficient_funds,1
pay_test_840,13041,4,11,8,134048,0,3,card_declined,0
pay_test_841,7455,1,3,2,180632,1,3,card_declined,0
pay_test_842,88336,0,1,10,96471,1,1,network_error,0
pay_test_843,44316,4,14,0,28373,0,4,card_declined,0
pay_test_844,4309,3,16,1,19575,0,5,network_error,0
pay_test_845,76490,2,13,3,196844,1,1,insufficient_funds,1
pay_test_846,30355,0,7,6,53417,1,1,insufficient_funds,1
pay_test_847,77189,3,1,6,38995,0,4,network_error,0
pay_test_848,51268,2,4,7,189696,0,5,expired_card,0
pay_test_849,27004,2,4,0,182458,0,2,card_declined,0
pay_test_850,61518,3,13,2,91066,0,2,bank_error,1
pay_test_851,84123,4,5,9,145901,0,0,network_error,0
pay_test_852,64622,1,18,7,122310,1,0,network_error,1
pay_test_853,32983,2,13,9,59302,0,4,insufficient_funds,0
pay_test_854,6296,0,15,8,9813,1,4,network_error,1
pay_test_855,91811,0,14,7,64048,0,4,insufficient_funds,0
pay_test_856,29074,1,11,4,63668,0,0,network_error,1
pay_test_857,21707,5,14,9,196896,0,3,network_error,0
pay_test_858,92661,3,5,5,165314,1,5,insufficient_funds,1
pay_test_859,9766,3,10,8,9575,1,3,expired_card,0
pay_test_860,71598,4,6,10,22222,1,5,insufficient_funds,0
pay_test_861,88928,2,1,1,101389,1,3,bank_error,0
pay_test_862,48416,2,5,10,147483,0,4,card_declined,0
pay_test_863,44399,1,17,1,171141,1,5,bank_error,1
pay_test_864,99219,5,7,5,93461,1,4,network_error,0
pay_test_865,7638,0,11,5,119596,1,4,bank_error,1
pay_test_866,62125,5,17,10,140684,1,3,bank_error,0
pay_test_867,88751,5,2,3,121028,0,0,network_error,0
pay_test_868,38297,0,3,2,73336,0,5,card_declined,0
pay_test_869,20226,1,16,10,6948,1,3,bank_error,0
pay_test_870,62615,2,13,7,194386,0,2,card_declined,0
pay_test_871,3388,1,16,10,89048,1,4,expired_card,0
pay_test_872,85179,2,15,9,175549,1,3,expired_card,1
pay_test_873,17795,2,5,4,60449,1,2,expired_card,0
pay_test_874,19943,2,9,7,44611,0,5,bank_error,0
pay_test_875,24391,1,4,2,63365,0,0,expired_card,1
pay_test_876,17077,3,8,5,49364,0,4,insufficient_funds,0
pay_test_877,45568,1,11,7,142522,0,4,expired_card,0
pay_test_878,3766,3,15,2,121072,1,1,insufficient_funds,1
pay_test_879,67007,2,20,4,125232,1,4,card_declined,1
pay_test_880,95991,3,10,1,192795,1,0,card_declined,1
pay_test_881,15819,2,0,6,162879,0,3,expired_card,0
pay_test_882,43277,0,19,10,52157,0,2,card_declined,0
pay_test_883,11456,4,14,10,177044,0,4,network_error,0
pay_test_884,64786,2,19,9,135101,0,5,expired_card,0
pay_test_885,19891,5,13,5,102217,1,0,expired_card,0
pay_test_886,46552,2,14,8,23963,0,5,network_error,0
pay_test_887,58499,2,5,6,191999,1,1,bank_error,1
pay_test_888,11782,1,6,4,125416,1,0,bank_error,1
pay_test_889,12093,0,13,10,72651,1,1,bank_error,1
pay_test_890,93593,4,4,3,49760,1,2,bank_error,0
pay_test_891,6035,2,18,4,130525,1,1,insufficient_funds,1
pay_test_892,20688,2,9,10,167870,1,0,expired_card,0
pay_test_893,24010,3,20,3,8456,0,2,network_error,0
pay_test_894,78997,5,11,9,126956,1,2,network_error,0
pay_test_895,49416,4,18,0,69036,0,4,insufficient_funds,0
pay_test_896,42401,3,4,5,43810,0,2,expired_card,0
pay_test_897,83894,2,1,4,77457,0,4,card_declined,0
pay_test_898,24518,0,19,2,143530,1,2,expired_card,1
pay_test_899,90342,5,11,1,141095,1,1,insufficient_funds,1
pay_test_900,68417,2,11,7,109001,1,1,insufficient_funds,1
pay_test_901,20757,4,7,3,147448,0,3,network_error,0
pay_test_902,15778,1,0,7,92281,1,5,expired_card,0
pay_test_903,58425,4,16,5,46143,1,0,insufficient_funds,0
pay_test_904,17370,5,4,3,81590,0,1,card_declined,0
pay_test_905,56180,5,3,1,5929,1,3,insufficient_funds,0
pay_test_906,14631,0,16,9,16536,1,0,expired_card,0
pay_test_907,9183,2,0,1,33451,0,4,card_declined,0
pay_test_908,88396,2,0,1,39156,1,4,expired_card,0
pay_test_909,21544,4,19,3,133358,0,0,bank_error,0
pay_test_910,69815,1,6,4,46029,0,5,insufficient_funds,0
pay_test_911,66585,5,15,5,184011,0,3,insufficient_funds,0
pay_test_912,47007,3,13,3,135807,0,3,insufficient_funds,1
pay_test_913,16702,3,3,8,36628,1,2,expired_card,0
pay_test_914,95151,0,2,5,130423,0,3,expired_card,0
